name,classification,frequency_female,frequency_male,frequency_total,ratio,names
BRUNILDA,F,549,0,549,1.0,|BRUNHILDA|BRUNILDA|
BRUNILDES,F,26,0,26,1.0,|BRUNILDES|
BRUNIO,M,0,28,28,1.0,|BRUNIO|
BRUNISLAU,M,0,46,46,1.0,|BRUNISLAU|
BRUNO,M,4946,665701,670647,0.9926250322449813,|BRUNNO|BRUNO|DRUNO|
DUANA,F,365,0,365,1.0,|BUANA|DUANA|
BUENA,F,32,0,32,1.0,|BUENA|
BUENO,M,0,183,183,1.0,|BUENO|
BYRON,M,0,269,269,1.0,|BIRON|BYRON|DIRON|
CABRIEL,M,0,707,707,1.0,|CABRAL|CABRIEL|
CABRIELI,F,33,0,33,1.0,|CABRIELI|
CACEMIRA,F,22,0,22,1.0,|CACEMIRA|
CACEMIRO,M,0,62,62,1.0,|CACEMIRO|
CACIA,F,2918,0,2918,1.0,|CACIA|KACIA|
CACIANA,F,571,0,571,1.0,|CACIANA|KACIANA|
CACIANE,F,1235,0,1235,1.0,|CACIANE|KACIANE|
CACIANO,M,0,1130,1130,1.0,|CACIANO|KACIANO|
CACIARA,F,78,0,78,1.0,|CACIARA|KACIARA|
CACIELE,F,368,0,368,1.0,|CACIELE|KACIELE|
CACIELI,F,136,0,136,1.0,|CACIELI|KACIELI|KACIELY|
CACIENE,F,53,0,53,1.0,|CACIENE|KACIENE|
CACILA,F,100,0,100,1.0,|CACILA|CACULA|KACILA|
CACILDA,F,13048,33,13081,0.9974772570904366,|CACILDA|KACILDA|
CACILDO,M,0,1035,1035,1.0,|CACILDO|
CACILENE,F,332,0,332,1.0,|CACILENE|KACILENE|
CACILIA,F,136,0,136,1.0,|CACILIA|
CACILIO,M,0,39,39,1.0,|CACILIO|
CACIMIRO,M,0,177,177,1.0,|CACIMIRO|
CACIO,M,0,2810,2810,1.0,|CACIO|KACIO|
KADIA,F,147,0,147,1.0,|CADIA|KADIA|
KADIDJA,F,157,0,157,1.0,|CADIDJA|KADIDJA|KADYDJA|
KADIJA,F,588,0,588,1.0,|CADIJA|KADIJA|KADYJA|KHADIJA|KHADYJA|
KADIMA,F,70,0,70,1.0,|CADIMA|KADIMA|
CADIMIEL,M,0,239,239,1.0,|CADIMIEL|KADIMIEL|
CADIO,M,0,20,20,1.0,|CADIO|
KADJA,F,674,0,674,1.0,|CADJA|KADJA|KHADJA|
KADMA,F,120,0,120,1.0,|CADMA|KADMA|
CADMIEL,M,0,345,345,1.0,|CADMIEL|KADMIEL|
CADMO,M,0,178,178,1.0,|CADMO|KADMO|
KADSON,M,0,622,622,1.0,|CADSON|KADSON|
KADU,M,0,1238,1238,1.0,|CADU|KADU|
KAE,M,0,516,516,1.0,|CAE|CAHE|KAE|KAER|KAHE|
KAEL,M,81,1758,1839,0.9559543230016313,|CAEL|CAIL|CAL|CEIL|CIEL|CIL|KAEL|KAIL|KAL|KAUAL|KAUEL|KAUL|KEL|KHAEL|KIEL|KIL|
KEILA,F,84376,479,84855,0.9943550763066408,|CAELA|CAILA|CALA|CAYLA|CEILA|CELA|CELHA|CEYLA|CILA|CIULA|CLA|CLAR|CYLA|KAELA|KAILA|KALA|KAULA|KAYALA|KAYLA|KEILA|KEILAH|KEILHA|KEIYLA|KELA|KELHA|KEULA|KEYLA|KEYLHA|KHAYLA|KHEILA|KHEYLA|KILA|KUEILA|KYLA|
KELEN,F,13038,80,13118,0.9939015093764293,|CAELEN|CALEN|CELEM|CELEN|CIELEN|KAELEM|KAELEN|KALEN|KAUELEN|KEILEN|KELEM|KELEN|KELENN|KEULEN|KUELEN|
KALINE,F,24770,325,25095,0.9870492129906356,|CAELINE|CAILINE|CALINE|CALINNE|CALYNE|CAOLINE|CAULINE|CELINE|CELYNE|CILEINE|CILINE|CLEINE|CLEINER|COLINE|KAELINE|KAILINE|KALINE|KALINNE|KALYNE|KALYNNE|KAOLINE|KAYLINE|KEILINE|KELINE|KELYNE|KLEINE|KLEINER|KLEYNER|
KAENA,F,467,0,467,1.0,|CAENA|CENA|KAENA|KAENNA|KAHENA|KENA|KENNA|
KENER,M,356,790,1146,0.6893542757417103,|CAENE|KAENE|KAENNE|KENE|KENER|KENNE|KENNER|
CESAR,M,791,141106,141897,0.9944255340141088,|CAESAR|CESA|CESAR|CEZA|CEZAR|KESA|KEZA|
CAETANA,F,1576,0,1576,1.0,|CAETANA|
CAETANO,M,69,9379,9448,0.992696867061812,|CAETANO|KAETANO|
KAUE,M,575,56321,56896,0.9898938413948256,|CAHUE|CAUE|CAUEH|CAUER|CAUHE|KAHUE|KAUE|KAUEH|KAUER|KAUHE|KHAUE|
CAIA,M,142,508,650,0.7815384615384615,|CAIA|KAIA|KAYA|
KAIAN,M,27,3787,3814,0.9929208180388044,|CAIAM|CAIAN|CAYAN|KAIAM|KAIAN|KAYAM|KAYAN|KAYANN|KHAYAN|
KAIANE,F,6888,55,6943,0.9920783522972778,|CAIANE|CAIANNE|CAYANE|KAIANE|KAIANNE|KAYANE|KAYANNE|
KAIANY,F,660,0,660,1.0,|CAIANI|CAIANY|KAIANI|KAIANNY|KAIANY|KAYANI|KAYANNY|KAYANY|
CAIBAR,M,0,43,43,1.0,|CAIBAR|
KAIK,M,261,22056,22317,0.9883048796881301,|CAIC|CAIK|CAYC|CAYK|KAIC|KAIK|KAYC|KAYK|
CAICARA,F,41,0,41,1.0,|CAICARA|
KAICK,M,0,2073,2073,1.0,|CAICK|CAYCK|KAICK|KAYCK|
CAICO,M,0,336,336,1.0,|CAICO|KAICO|KAIKO|
CAIE,M,0,238,238,1.0,|CAIE|KAIE|KAYE|
KAIENE,F,546,0,546,1.0,|CAIENE|KAIENE|KAYENE|KAYENNE|
KAIKE,M,423,27448,27871,0.984822934232715,|CAICE|CAIKE|CAYKE|KAICE|KAIKE|KAYCE|KAYKE|
KAYKY,M,139,12545,12684,0.989041311888994,|CAICI|CAIKI|CAIKY|CAYKI|CAYKY|KAICY|KAIKI|KAIKY|KAYKI|KAYKY|
KAILAN,M,183,3276,3459,0.9470945359930616,|CAILAM|CAILAN|CALAN|CAYLAN|KAILAM|KAILAN|KALAM|KALAN|KAYLAN|KEILAN|
KAILANE,F,46527,277,46804,0.9940817024185967,|CAELANE|CAILANE|CAILANNE|CAILHANE|CALANE|CALHANE|CAYLANE|CAYLANNE|CEILANE|CELANE|CILANE|CLANE|KAELANE|KAILANE|KAILANNE|KAILHANE|KALANE|KALHANE|KAULANE|KAYALANE|KAYLANE|KAYLANNE|KAYLHANE|KEILANE|KEILANNE|KELANE|KEYLANE|KEYLANNE|KHAYLANE|KILANE|KYLANE|
KELE,F,8704,793,9497,0.9164999473517953,|CAELE|CAILE|CALE|CAUELE|CEILE|CELE|CIELE|CILE|CLAER|CLE|CLER|KAELE|KAILE|KAILER|KALE|KAUELE|KAYLE|KEILE|KEILER|KELE|KELER|KEULE|KEULER|KEYLE|KEYLER|KIELE|KLER|KUELE|KYLE|
CILENE,F,24739,314,25053,0.9874665708697561,|CAILENE|CALENE|CELENE|CIELENE|CILENE|CLAENE|CLENE|CLENER|CYLENE|KAILENE|KALENE|KAYLENE|KEILENE|KELENE|KILENE|KLENE|KLENER|
CELHO,M,27,1355,1382,0.9804630969609262,|CAILO|CALO|CALOR|CELHO|CELO|CIELO|CILO|COELHO|KAILO|KAYLO|KEILO|KEILOR|
KAILON,M,0,1867,1867,1.0,|CAILON|CAYLON|CILOM|CILON|KAILOM|KAILON|KAYLON|KEILON|KELON|KEYLON|
CELSON,M,54,12914,12968,0.9958359037631092,|CAELSON|CAILSON|CEILSON|CELSOM|CELSON|CILSON|KAELSON|KAILSON|KEILSON|KELSOM|KELSON|KIELSON|KILSON|
KELTON,M,0,2784,2784,1.0,|CAILTON|CALTON|CEILTON|CELTOM|CELTON|CILTON|KAELTON|KAILTON|KEILTON|KELTOM|KELTON|KILTON|
KAIME,M,56,82,138,0.5942028985507246,|CAIME|KAIME|
CAINA,M,1400,4237,5637,0.7516409437644137,|CAINA|CAINNA|CAYNA|CIANA|CYANA|KAINA|KAINNA|KAYNA|KAYNNA|KIANA|
KAINAN,M,215,5039,5254,0.9590787971069661,|CAINAM|CAINAN|CAYNAN|KAINAM|KAINAN|KAINNAN|KAYNAM|KAYNAN|KAYNNAN|
KAINARA,F,857,0,857,1.0,|CAINARA|KAINARA|KAYNARA|
CIANE,F,3184,54,3238,0.9833230389129092,|CAINE|CAUINE|CAYNE|CIANE|CYANE|KAINE|KAUINE|KAYNE|KAYNNE|KIANE|KIANNE|KYANE|KYANNE|
CAIO,M,2178,261208,263386,0.9917307677704965,|CAIIO|CAIO|KAIO|KAYIO|KHAIO|
CAION,M,0,114,114,1.0,|CAION|KAION|
KAIONARA,F,169,0,169,1.0,|CAIONARA|KAIONARA|
CAIOS,M,0,61,61,1.0,|CAIOS|
CAIQUE,M,1074,97545,98619,0.9891096036260761,|CAIQUE|CAYQUE|KAIQUE|KAYQUE|
KAIQUI,M,0,2813,2813,1.0,|CAIQUI|CAIQUY|KAIQUI|KAIQUY|KAYQUI|KAYQUY|
KIARA,F,8626,44,8670,0.9949250288350634,|CAIRA|CAYRA|CIARA|CYARA|KAIRA|KAYRA|KHIARA|KHYARA|KIARA|KUIARA|KYARA|KYHARA|
KAIRANE,F,79,0,79,1.0,|CAIRANE|KAIRANE|
KAIRE,M,154,180,334,0.5389221556886228,|CAIRE|KAIRE|KAYRE|
KAIRES,M,32,57,89,0.6404494382022472,|CAIRES|KAIRES|
CAIRO,M,52,7053,7105,0.9926812104152005,|CAIRO|CAYRO|KAIRO|KAYRO|
KAIRON,M,0,2327,2327,1.0,|CAIROM|CAIRON|CAYRON|KAIROM|KAIRON|KAYRON|
CAIRU,M,0,71,71,1.0,|CAIRU|KAIRU|
KAISA,F,1291,0,1291,1.0,|CAISA|CAIZA|KAISA|KAIZA|KAUISA|KAUIZA|KAYSA|KAYZA|
KAISE,F,335,166,501,0.6686626746506986,|CAISE|CAISER|KAISE|KAISER|KAIZE|KAYSE|
KAISLA,F,175,0,175,1.0,|CAISLA|KAISLA|KAYSLA|
KAISON,M,0,368,368,1.0,|CAISON|KAISON|KAYSON|
KAISSA,F,328,0,328,1.0,|CAISSA|KAISSA|KAYSSA|
KAISSON,M,0,173,173,1.0,|CAISSON|KAISSON|KAYSSON|
KAITA,F,201,0,201,1.0,|CAITA|KAITA|
CAITANA,F,311,0,311,1.0,|CAITANA|
CAITANO,M,0,1091,1091,1.0,|CAITANO|KAITANO|
CAITIANA,F,34,0,34,1.0,|CAITIANA|
CAITIANE,F,143,0,143,1.0,|CAITIANE|KAITIANE|
KAITO,M,0,257,257,1.0,|CAITO|KAITO|KAYTO|
CAIUA,M,0,115,115,1.0,|CAIUA|KAIUA|
KAIUAN,M,0,156,156,1.0,|CAIUAN|KAIUAN|KAYUAN|
CAIUBI,M,0,105,105,1.0,|CAIUBI|CAIUBY|
CAIUS,M,0,152,152,1.0,|CAIUS|KAIUS|
KAILANY,F,5689,84,5773,0.9854495063225359,|CAILANI|CAILANY|CALANI|CAYLANI|CELANI|CELANIR|CILANI|CLANIR|KAELANI|KAELANY|KAILANI|KAILANNY|KAILANY|KALANI|KALANY|KAYLANI|KAYLANNI|KAYLANNY|KAYLANY|KEILANI|KEILANY|KELANI|KELANY|
CALAZANS,M,0,45,45,1.0,|CALAZANS|
CALBI,M,0,451,451,1.0,|CALBI|CALBIR|CALBY|KALBI|KELBI|KELBY|
CALCIDA,F,127,0,127,1.0,|CALCIDA|
CALCIDES,M,0,22,22,1.0,|CALCIDES|
CELCIDIA,F,48,0,48,1.0,|CALCIDIA|CELCIDIA|
KELCILENE,F,355,0,355,1.0,|CALCILENE|CELCILENE|KELCILENE|
CILDETE,F,98,0,98,1.0,|CALDETE|CILDETE|
CALDINEI,M,0,21,21,1.0,|CALDINEI|
KALEB,M,60,5377,5437,0.988964502482987,|CALEB|CALED|CLEB|CLEBR|KALEB|KALED|KHALED|KLEB|KLEBR|
CLEBER,M,1313,150226,151539,0.9913355637822606,|CALEBE|CALEBER|CALEDE|CILEDE|CLEBE|CLEBER|CLEDE|CLEDER|KALEBE|KALEBER|KALEDE|KLEBE|KLEBER|KLEDER|
CLEDIR,M,1935,2063,3998,0.516008004002001,|CALEBI|CALEBY|CELEDI|CELEDIR|CLEBI|CLEDEIR|CLEDI|CLEDIR|CLEDY|KALEBI|KALEBY|KLEDIR|
CLEBIO,M,0,4194,4194,1.0,|CALEBIO|CLEBIO|CLEDIO|KLEBIO|
CALEBRE,M,0,440,440,1.0,|CALEBRE|KALEBRE|
CLEIDE,F,110724,4682,115406,0.9594301856056011,|CALEIDE|CALIDE|CELEIDE|CELIDE|CILEIDE|CLEIBE|CLEIBER|CLEIDE|CLEIDER|CLEYBE|CLEYBER|CLEYDE|CLEYDER|CLIBER|CLIDE|CLYDE|KALEIDE|KALIDE|KLEIBE|KLEIBER|KLEIDE|KLEIDER|KLEYBER|KLEYDE|
KALIL,M,97,4710,4807,0.9798210942375702,|CALEL|CALIEL|CALIL|CALL|CELIEL|CLEL|KAELL|KAHLIL|KALEL|KALIEL|KALIL|KALL|KALYEL|KALYL|KELIEL|KELL|KHALIL|
CELENA,F,1574,0,1574,1.0,|CALENA|CELENA|CILENA|CLENA|CLENAR|KALENA|
CLEO,M,1894,3461,5355,0.646311858076564,|CALEO|CLEO|KALEO|KLEO|
KELES,F,183,115,298,0.6140939597315436,|CALES|CELES|CILES|CLES|KELES|
KALEU,M,135,1413,1548,0.9127906976744186,|CALEU|CLEU|KALEU|
KELI,F,82750,3312,86062,0.9615161162882573,|CAELI|CAILI|CALI|CALIR|CAUELI|CAULI|CEILI|CELEI|CELEIR|CELI|CELIR|CELUI|CELUIR|CELY|CEOLI|CEULI|CIELI|CIELY|CILEI|CILEY|CILI|CLEI|CLEIR|CLEY|COELI|KAELI|KAELY|KAILI|KAILY|KALEY|KALI|KALY|KAUELI|KAUELY|KAULI|KAULY|KEELY|KEILI|KEILY|KELEI|KELEY|KELI|KELIY|KELY|KEULI|KEULY|KEYLI|KIELI|KILI|KLEI|KLEY|KUELI|KUELY|
KILIAN,M,136,171,307,0.5570032573289903,|CALIAN|CELIAN|KALIAN|KELIAN|KILIAN|
CELIANA,F,3693,0,3693,1.0,|CALIANA|CELIANA|CILIANA|CLAINA|KALIANA|KALYANA|KEILIANA|KELIANA|KELYANA|KILIANA|KULIANA|
KALIANDRA,F,1540,0,1540,1.0,|CALIANDRA|CELIANDRA|CILIANDRA|KALIANDRA|KALYANDRA|KELIANDRA|
KALIANDRO,M,0,106,106,1.0,|CALIANDRO|CELIANDRO|KALIANDRO|
KELIANE,F,36499,104,36603,0.9971587028385651,|CAELAINE|CAILAINE|CAILAYNE|CAILIANE|CALAINE|CALIANE|CALYANE|CAOLAINE|CAYLAINE|CEILIANE|CELAINE|CELIANE|CELYANE|CILAINE|CILIANE|CLAINE|CLAINER|CLAYNE|CLIANE|KAELAINE|KAILAINE|KAILAYNE|KAILIANE|KALAINE|KALAYNE|KALIANE|KALIANNE|KALYANE|KALYANNE|KAYLAINE|KAYLAINNE|KAYLAYNE|KEILAINE|KEILIANE|KEILIANNE|KEILYANE|KELAINE|KELAYNE|KELIANE|KELIANNE|KELYANE|KELYANNE|KEULIANE|KEYLIANE|KILIANE|KLAINE|KLAYNE|KYLAINE|
KELIANI,F,1226,107,1333,0.9197299324831207,|CAILAINY|CALIANI|CELIANI|CELIANY|CLAINIR|CLAUINEI|KAILAINI|KAILAINY|KALIANI|KALIANY|KAYLAINY|KEILIANI|KEILIANY|KELIANI|KELIANY|
CELIANO,M,0,485,485,1.0,|CALIANO|CELIANO|CILIANO|CLAINOR|KALIANO|KELIANO|KILIANO|
CLEICA,F,328,0,328,1.0,|CALICA|CELICA|CLEICA|KALICA|KALIKA|KELICA|
CLEICE,F,4839,77,4916,0.9843368592351506,|CALICE|CELICE|CLEICE|CLEYCE|CLICE|KALICE|KELICE|KLEICE|KLEYCE|
CLICIA,F,5292,0,5292,1.0,|CALICIA|CELICIA|CILICIA|CLEICIA|CLICIA|CLICYA|CLYCIA|KALICIA|KLICIA|KLICYA|KLYCIA|
CLICIO,M,0,425,425,1.0,|CALICIO|CELICIO|CLEICIO|CLICIO|
KELLE,F,4846,513,5359,0.9042731852957642,|CALIELE|CALILE|CILELE|CLEILE|KAELLE|KALILE|KALLE|KAYLLE|KEILLE|KEILLER|KELLE|KELLER|KEULLE|KEULLER|KEYLLE|KEYLLER|
CELIENE,F,1413,0,1413,1.0,|CALIENE|CELIENE|CILIENE|CLEIENE|CLIENE|KALIENE|KEILIENE|KELIENE|
KEILLA,F,5544,0,5544,1.0,|CAILLA|CALILA|CAYLLA|CELILA|CLEILA|CLELHA|KAILLA|KALILA|KALLA|KAYALLA|KAYLLA|KEILLA|KELLA|KEYLLA|KLEILA|KYLLA|
KELLY,F,114538,629,115167,0.9945383660249898,|CALILI|CALLY|CELLI|CELLY|CIELLY|CILLY|CLEILI|CLELI|KAELLI|KAELLY|KAILLY|KALILI|KALLEY|KALLI|KALLY|KAUELLY|KAULLY|KEILLI|KEILLY|KELLEI|KELLEY|KELLI|KELLIY|KELLY|KEULLI|KEULLY|KEYLLY|KHELLY|KILLY|KLLY|KUELLY|
CALILO,M,0,31,31,1.0,|CALILO|
KELIN,F,2177,355,2532,0.8597946287519748,|CALIM|CALIN|CELIM|CELIN|COLIN|KALIN|KAULIN|KEILIN|KELIM|KELIN|KELYN|KEULIN|KLEIN|
CLIMERIA,F,104,0,104,1.0,|CALIMERIA|CLIMERIA|
CLIMERIO,M,0,826,826,1.0,|CALIMERIO|CLIMERIO|COLIMERIO|
CELINA,F,51049,126,51175,0.9975378602833415,|CAEOLINA|CALINA|CAOLINA|CELINA|CELINHA|CILINA|CLEINA|COLINA|KALINA|KALYNA|KELINA|KELINHA|
KALINKA,F,985,0,985,1.0,|CALINCA|CALINKA|KALINCA|KALINKA|KALYNCA|KALYNKA|
KALINI,F,1643,0,1643,1.0,|CALINI|CALINY|CELINEI|CELINI|CELINY|CLEINI|CLEINIR|KALINI|KALINNY|KALINY|KALYNI|KALYNY|KELINI|KELINY|
CELINO,M,0,3421,3421,1.0,|CALINHO|CALINO|CAULINO|CELINHO|CELINO|CLEINO|KALINO|
CELIO,M,356,76054,76410,0.9953409239628321,|CALIO|CEILIO|CELHIO|CELIO|CIELIO|CILIO|CLEIO|CLIO|KALIO|KELIO|
CALIOPE,F,39,0,39,1.0,|CALIOPE|
CELIRIO,M,0,261,261,1.0,|CALIRIO|CELIRIO|CILIRIO|
CLEISA,F,1286,0,1286,1.0,|CALISA|CALIZA|CELISA|CELIZA|CLEISA|CLEIZA|CLISA|KALISA|KALIZA|KLEISA|
CLEISE,F,3642,228,3870,0.9410852713178295,|CALISE|CELISE|CELIZE|CLEISE|CLEISER|CLEIZE|CLEIZER|CLEYSE|CLISE|KALISE|KLEISE|KLEISER|KLEYSE|
CELISMAR,M,309,1308,1617,0.8089053803339518,|CALISMAR|CELISMA|CELISMAR|CLEISMAR|CLISMA|CLISMAR|KELISMAR|KLISMA|KLYSMA|
CLEISON,M,89,19087,19176,0.9953587818105966,|CAELISON|CALISON|CELISON|CLEISOM|CLEISON|CLEYSOM|CLEYSON|CLISON|CLYSON|KAELISON|KALISOM|KALISON|KALYSON|KEILISON|KELISOM|KELISON|KELYSON|KEULISON|KLEISOM|KLEISON|KLEYSON|
CLEISSON,M,27,4762,4789,0.9943620797661307,|CALISSON|CLEISSOM|CLEISSON|CLEYSSON|CLISSON|KAELISSON|KALISSON|KELISSOM|KELISSON|KELYSSON|KLEISSON|KLEYSSON|
CALISTA,F,265,46,311,0.8520900321543409,|CALISTA|KALISTA|
CALISTENE,F,35,0,35,1.0,|CALISTENE|
CALISTO,M,0,1852,1852,1.0,|CALISTO|KALISTO|
CLEISTON,M,0,373,373,1.0,|CALISTON|CLEISTON|KALISTON|KELISTON|
CALISTRATO,M,0,67,67,1.0,|CALISTRATO|
CALISTRO,M,0,153,153,1.0,|CALISTRO|
CELITA,F,12023,22,12045,0.9981735159817352,|CALITA|CELITA|CILITA|CLEITA|KALITA|KALITHA|KALYTA|KELITA|KELYTA|
CLEITON,M,867,154963,155830,0.9944362446255535,|CALITON|CELITON|CLEITOM|CLEITON|CLEIYTON|CLEYTOM|CLEYTON|CLITOM|CLITON|CLYTON|KAELITON|KALITON|KALYTON|KELITOM|KELITON|KELYTON|KLEITOM|KLEITON|KLEYTOM|KLEYTON|KLITON|KLYTON|
CALIXTO,M,0,1345,1345,1.0,|CALIXTO|
CALIXTRO,M,0,26,26,1.0,|CALIXTRO|
KALLEB,M,0,525,525,1.0,|CALLEB|KALLEB|KALLED|
KALLEBE,M,0,288,288,1.0,|CALLEBE|KALLEBE|
KALLEU,M,0,228,228,1.0,|CALLEU|KALLEU|
KALLYANDRA,F,124,0,124,1.0,|CALLIANDRA|KALLIANDRA|KALLYANDRA|
KELLIANE,F,2551,0,2551,1.0,|CALLIANE|CALOLAINE|CLEILIANE|CLELIANE|KAILLAINE|KAILLAYNE|KALLIANE|KALLYANE|KALLYANNE|KAYLLAINE|KEILLIANE|KEILLYANE|KELLIANE|KELLIANNE|KELLYANE|KELLYANNE|KEYLLIANE|
KALLEL,M,0,595,595,1.0,|CALLEL|CALLIL|KALLEL|KALLIEL|KALLIL|KALLYEL|KALLYL|KHALLIL|
KALLINE,F,1454,0,1454,1.0,|CALLINE|CALLYNE|CALOLINE|CELLINE|CELLYNE|KALLINE|KALLYNE|KALLYNNE|KELLINE|KELLYNE|
KALLITA,F,507,0,507,1.0,|CALLITA|KALLITA|KALLYTA|KELLITA|KELLYTA|
CELMA,F,36506,1374,37880,0.963727560718057,|CALMA|CEILMA|CELMA|CELMAR|CIELMA|CILMA|CILMAR|COLMAR|KAELMA|KELMA|KILMA|KYLMA|
CALMERINDO,M,0,60,60,1.0,|CALMERINDO|
CELMIR,F,333,319,652,0.5107361963190185,|CALMIR|CELMI|CELMIR|CELMY|KELMI|KELMY|
CELMIRA,F,655,0,655,1.0,|CALMIRA|CELMIRA|
CALMIRANDA,F,21,0,21,1.0,|CALMIRANDA|
CALMITA,F,113,0,113,1.0,|CALMITA|CELMITA|
CALMITO,M,0,35,35,1.0,|CALMITO|
CALMON,M,0,156,156,1.0,|CALMOM|CALMON|
CALOGERO,M,0,30,30,1.0,|CALOGERO|
CALORINA,F,233,0,233,1.0,|CALORINA|CLORINA|
CLORINDA,F,614,0,614,1.0,|CALORINDA|CLORINDA|COLORINDA|
CALOS,M,28,4055,4083,0.9931422973303943,|CAELOS|CALOS|KALOS|
CALU,F,55,0,55,1.0,|CALU|KALU|
KALUAN,M,0,99,99,1.0,|CALUAN|KALUAN|
KALUANA,F,119,0,119,1.0,|CALUANA|KALUANA|
CLUDIA,F,1011,0,1011,1.0,|CALUDIA|CLUDIA|
CLUDIO,M,0,1168,1168,1.0,|CALUDIO|CLOUDIO|CLUDIO|
KELVIN,M,454,31693,32147,0.9858773758048962,|CALVIM|CALVIN|KALVIN|KELVIM|KELVIN|KELVINN|KELVYM|KELVYN|KHELVIN|
CELVINO,M,0,457,457,1.0,|CALVINO|CELVINO|CILVINO|
KAMANDA,F,64,0,64,1.0,|CAMANDA|KAMANDA|
CAMARGO,M,33,537,570,0.9421052631578948,|CAMARGO|
CAMIL,M,129,393,522,0.7528735632183908,|CAMAEL|CAMAL|CAMEL|CAMIL|KAMAL|KAMEL|KAMIL|
CAMELIA,F,712,0,712,1.0,|CAMELIA|CAMILIA|
CAMEM,F,745,0,745,1.0,|CAMEM|CAMEN|
CAMERINA,F,71,0,71,1.0,|CAMERINA|
CAMERINO,M,0,261,261,1.0,|CAMERINO|
CAMERON,M,22,33,55,0.6,|CAMERON|KAMERON|
CAMILA,F,495601,1798,497399,0.9963851957884917,|CAMELA|CAMIILA|CAMILA|CAMLA|CAMMILA|CAMOLA|CAMULA|CAMYLA|KAMALA|KAMILA|KAMILAH|KAMLA|KAMMILA|KAMYLA|
CAMILE,F,57355,283,57638,0.9950900447621361,|CAMIELE|CAMILE|CAMILHE|CAMLE|CAMYLE|KAMILE|KAMYLE|
CAMILES,F,62,0,62,1.0,|CAMILES|
CAMILI,F,27321,96,27417,0.9964985228143123,|CAMELI|CAMILI|CAMILY|CAMLI|CAMMILY|CAMYLI|CAMYLY|KAMILI|KAMILY|KAMMILY|KAMYLI|KAMYLY|
CAMILIANE,F,51,0,51,1.0,|CAMILIANE|
CAMILIE,F,72,0,72,1.0,|CAMILIE|
CAMILIO,M,0,42,42,1.0,|CAMILIO|
CAMILLA,F,17141,59,17200,0.9965697674418604,|CAMILLA|CAMYLLA|KAMILLA|KAMYLLA|
CAMILLE,F,10018,58,10076,0.9942437475188567,|CAMILLE|CAMYLLE|KAMILLE|KAMYLLE|
CAMILLY,F,15409,57,15466,0.9963144963144963,|CAMILLI|CAMILLY|CAMLLY|CAMYLLI|CAMYLLY|KAMILLI|KAMILLY|KAMLLY|KAMMILLY|KAMYLLI|KAMYLLY|
CAMILLO,M,0,256,256,1.0,|CAMILLO|KAMILLO|
CAMILO,M,163,14512,14675,0.988892674616695,|CAMILO|KAMILO|
CAMILTON,M,0,25,25,1.0,|CAMILTON|
CAMIRES,F,72,0,72,1.0,|CAMIRES|KAMIRES|
CAMOES,M,0,38,38,1.0,|CAMOES|
CAMPOLIM,M,0,58,58,1.0,|CAMPOLIM|CAMPOLIN|
CANAA,F,162,95,257,0.6303501945525292,|CANA|CANAA|KANA|
CANAAN,M,28,93,121,0.768595041322314,|CANAAN|CANAN|KANAN|
KANANDA,F,3015,0,3015,1.0,|CANANDA|KANANDA|KANNANDA|
CANANEIA,F,33,0,33,1.0,|CANANEIA|
CANCIO,M,0,27,27,1.0,|CANCIO|
CANDACE,F,24,0,24,1.0,|CANDACE|
CANDELARIA,F,258,0,258,1.0,|CANDELARIA|
CANDELARIO,M,0,25,25,1.0,|CANDELARIO|
CANDY,F,93,0,93,1.0,|CANDI|CANDY|
CANDICE,F,800,0,800,1.0,|CANDICE|KANDICE|
CANDIDA,F,18903,62,18965,0.9967308199314526,|CANDIDA|KANDIDA|
CANDIDO,M,40,12790,12830,0.9968823070927514,|CANDIDO|
CANDINHA,F,175,0,175,1.0,|CANDINA|CANDINHA|
CANDINHO,M,0,66,66,1.0,|CANDINHO|
CANDISSE,F,40,0,40,1.0,|CANDISSE|
CANICIO,M,0,26,26,1.0,|CANICIO|
CANIDA,F,24,0,24,1.0,|CANIDA|
CANIDIA,M,0,27,27,1.0,|CANIDIA|KANIDIA|
CANILA,F,403,0,403,1.0,|CANILA|KANILA|
CANINDE,M,0,323,323,1.0,|CANINDE|
CANISIO,M,0,578,578,1.0,|CANISIO|CANIZIO|
CANROBERT,M,0,58,58,1.0,|CANROBERT|
CANTALICE,F,33,0,33,1.0,|CANTALICE|
CANTALICIA,F,46,0,46,1.0,|CANTALICIA|
CANTALICIO,M,0,67,67,1.0,|CANTALICIO|
CANTIDIA,F,115,0,115,1.0,|CANTIDIA|
CANTIDIANO,M,0,58,58,1.0,|CANTIDIANO|
CANTIDIO,M,0,608,608,1.0,|CANTIDIO|
CANTILIA,F,33,0,33,1.0,|CANTILIA|
CANTILIANO,M,0,35,35,1.0,|CANTILIANO|
CANTUARIA,F,20,0,20,1.0,|CANTUARIA|
CANTUARIO,M,0,21,21,1.0,|CANTUARIO|
CANUTA,F,308,0,308,1.0,|CANUTA|
CANUTO,M,0,729,729,1.0,|CANUTO|
KAOANE,F,322,0,322,1.0,|CAOANE|KAOANE|
KAOE,M,0,183,183,1.0,|CAOE|KAOE|
KAOMA,F,217,20,237,0.9156118143459916,|CAOMA|KAOMA|
CAPISTRANO,M,0,25,25,1.0,|CAPISTRANO|
